5	2.4496432341009777	1.4750553627314198
10	2.445535705486806	1.4694152864541892
15	2.456429529686162	1.4875556046354954
20	2.5041481127779637	1.527393146760953
25	2.5405810989752364	1.6054962466087261
30	2.6254151297781743	1.7373898908739347
35	2.7316182946473986	1.8932369258416368
40	2.8350282496725416	2.0430991917862467
45	3.029658425295101	2.480803214865814
50	3.1799337021716347	2.656907939030366
55	3.425253169517346	3.0110326366657327
60	3.474286353315059	2.8382310485968585
65	3.701108374878545	2.557332658699981
70	3.6752614234388963	5.418780790037798
75	5.017217299607679	9.083749348414013
