5	7.7604154171274935	2.380121253930605
10	7.8292895523974915	2.612412140389945
15	7.88813167222253	2.7057777123448954
20	7.986267536551634	2.782159422412667
25	8.104393491836062	2.824811480344948
30	8.32585013965053	3.1885120052547795
35	8.613845594572437	3.497702186897699
40	8.962972670233906	3.936658825289069
45	9.356608091859558	4.37710965498654
50	9.777523476058112	4.590425430133532
55	10.285680353411266	4.6215498410405145
60	10.457775816137508	3.9297640972781887
65	10.144416095139132	6.726007469332004
70	10.420641477470198	4.436468909354204
75	8.798022883731578	2.5435653887978056
